3.7246,2.5945,1
0.046524,2.3385,1
2.5031,-1.3666,1
4.6547,3.5007,1
-0.1687,2.332,1
2.3603,3.392,1
1.6134,2.6806,1
4.4515,1.8457,1
4.3626,1.4764,1
3.008,2.4849,1
1.0555,2.9984,1
2.7576,1.8206,1
3.5927,2.8576,1
2.15,6.4309,1
4.1717,4.9559,1
3.6207,3.8625,1
1.769,2.0839,1
4.6395,1.9114,1
2.6924,2.6744,1
3.2752,2.3335,1
2.7545,2.9546,1
1.6426,1.8529,1
2.3557,2.8681,1
1.5393,1.1151,1
1.5858,2.6487,1
2.7094,3.1116,1
3.754,5.7421,1
2.9125,0.9578,1
2.7845,0.040992,1
3.8591,3.5722,1
2.6172,4.0585,1
4.1283,1.5194,1
2.9881,4.071,1
2.5182,1.5614,1
2.3276,3.7964,1
5.7515,0.3933,1
1.4572,5.0797,1
-1.4468,-0.10076,1
1.3687,-0.37067,1
2.3381,4.0132,1
3.2891,0.23271,1
3.5353,4.9412,1
3.8518,3.6706,1
3.7586,4.3048,1
4.0297,3.5549,1
2.8697,0.043398,1
2.7279,0.98379,1
2.102,5.0375,1
4.3412,3.5879,1
3.0257,4.1593,1
3.5417,0.66736,1
4.227,2.7399,1
2.5515,0.93158,1
5.0412,5.2023,1
5.9933,3.2802,1
6.0723,2.4417,1
3.0631,1.5969,1
1.8824,4.2736,1
1.7999,2.865,1
4.1392,2.6908,1
3.1169,4.9954,1
4.7583,3.549,1
4.1355,2.5524,1
3.9552,1.6742,1
2.57,3.6309,1
0.89378,1.8679,1
2.1873,3.2459,1
4.0806,3.9596,1
3.2883,1.9244,1
0.24476,5.6039,1
4.6447,3.6987,1
0.99223,0.31079,1
4.2361,1.0789,1
3.9984,3.2367,1
4.2457,2.2583,1
4.6521,4.0723,1
1.5589,4.3453,1
5.1509,2.9414,1
2.4155,4.463,1
1.4044,1.066,1
1.0437,1.2071,1
2.839,4.7535,1
2.3635,2.9123,1
1.8108,4.2858,1
3.183,4.916,1
4.4676,0.51486,1
1.6716,3.3773,1
0.19642,-0.96299,1
2.1528,3.9445,1
3.3064,4.3458,1
1.8582,4.1808,1
2.4753,2.8868,1
3.3433,4.0581,1
6.3338,4.0598,1
6.4812,4.3018,1
3.0836,2.4574,1
3.2102,3.7282,1
5.038,2.5568,1
5.0216,3.0599,1
1.5288,4.2842,1
4.64,0.77556,1
3.0565,3.8358,1
1.5777,1.4589,1
3.1226,4.9961,1
0.97183,3.7166,1
3.9086,2.0563,1
3.7717,2.866,1
1.4741,-1.521,1
3.903,3.637,1
-0.0042007,0.45935,1
4.5861,2.7335,1
4.9834,4.3294,1
3.1295,4.4395,1
4.5677,3.2867,1
1.2645,2.6007,1
3.6342,1.206,1
2.3425,4.3289,1
1.9256,1.5864,1
1.6306,1.9555,1
3.7902,2.2218,1
1.621,3.2474,1
2.0686,4.0323,1
4.2906,-0.24779,1
3.7663,3.0817,1
3.1517,4.7258,1
3.4697,4.7006,1
6.1207,1.9383,1
1.8852,0.64865,1
4.0724,4.3676,1
0.3065,2.6284,1
3.233,0.35867,1
2.9095,1.5806,1
2.6327,3.098,1
3.1464,3.0602,1
1.782,3.0518,1
1.4987,2.4702,1
0.09593,3.794,1
3.9413,4.6788,1
4.9029,1.2327,1
3.1547,6.1085,1
2.2618,3.5093,1
3.1424,0.49564,1
2.971,5.2782,1
3.3912,3.1848,1
3.5861,4.687,1
5.0195,2.5334,1
0.82739,4.903,1
3.6644,3.3955,1
5.0075,4.2385,1
3.4559,1.8217,1
3.8531,1.8149,1
4.0698,3.7238,1
1.0675,1.8172,1
2.6178,2.3413,1
0.8505,1.1069,1
3.3734,2.0848,1
0.012108,0.4874,1
4.7142,2.2949,1
3.7528,3.2314,1
2.2343,1.4134,1
2.0517,2.4078,1
5.4203,4.4341,1
4.6979,4.0882,1
2.4342,3.6018,1
3.4436,2.4045,1
2.3322,2.2229,1
1.1452,2.3102,1
4.1206,5.0068,1
5.2887,2.975,1
0.98125,2.7713,1
3.1809,2.8916,1
3.5466,3.5144,1
4.5532,4.5759,1
1.7893,1.5939,1
4.3949,2.3073,1
3.0462,2.946,1
4.1319,4.0599,1
4.1088,3.7027,1
3.2543,2.4533,1
2.3444,2.9544,1
4.8622,4.9317,1
1.3443,3.6518,1
3.5251,1.7354,1
1.665,2.0021,1
2.4035,2.1027,1
2.3736,3.0575,1
3.3099,0.64258,1
2.9913,3.0925,1
0.46407,2.815,1
0.62653,0.61521,1
1.9442,2.004,1
0.53958,1.7539,1
1.1186,0.81809,1
1.4165,4.7266,1
3.0499,4.9453,1
1.4246,1.1523,1
1.8438,4.1027,1
4.1362,3.1536,1
1.4771,1.2395,1
4.2265,2.7021,1
2.0015,0.1865,1
1.6815,4.4592,1
2.6774,5.0529,1
0.54433,1.4493,1
3.1737,2.3215,1
3.0366,3.1235,1
1.3325,2.0767,1
0.56963,2.7682,1
2.6531,2.7754,1
3.3796,1.1829,1
3.1271,3.0106,1
3.5486,4.5762,1
3.0771,2.4268,1
1.3112,2.0078,1
7.2419,3.291,1
3.9171,-0.3689,1
2.9525,2.6471,1
1.7791,0.0083177,1
2.4998,1.9319,1
3.8793,3.1591,1
2.7527,2.8558,1
1.6961,1.4789,1
2.4413,4.2318,1
1.9246,1.4105,1
4.4202,4.2819,1
3.2223,3.1581,1
-0.96299,1.5265,1
1.0925,1.6962,1
6.5562,5.6074,1
6.1416,3.8788,1
5.9331,2.81,1
3.7394,0.8115,1
1.8062,3.0879,1
3.9189,2.4558,1
2.4316,2.5389,1
2.9721,1.9801,1
5.2838,3.594,1
2.7388,2.8602,1
2.3357,3.3933,1
0.51399,1.4481,1
0.83221,4.4126,1
4.8529,3.8245,1
2.7495,1.6656,1
-0.2571,3.4042,1
2.1446,4.1766,1
1.0397,0.52803,1
3.8939,4.389,1
2.1107,3.3759,1
4.3272,3.5144,1
-0.10253,1.4552,1
4.0823,5.2869,1
4.1265,3.6969,1
1.1301,2.1599,1
4.0109,4.3184,1
1.7966,1.9314,1
3.7565,1.9446,1
-2.2408,3.6174,1
4.5317,2.8287,1
2.3253,5.4559,1
-0.694,1.8425,1
1.6542,2.2704,1
-0.19142,2.3852,1
2.4772,1.0974,1
4.4397,3.4623,1
2.1869,3.315,1
6.1307,2.4759,1
0.84887,3.0667,1
3.2243,2.4531,1
-0.38981,2.6488,1
2.4035,3.8411,1
4.8028,3.0685,1
2.3602,2.3208,1
2.2054,2.4113,1
1.7849,4.1167,1
1.6674,2.2136,1
3.836,4.101,1
2.5614,3.9446,1
