26.013,27.099,1
26.548,17.57,1
26.013,27.584,1
17.086,19.446,1
26.076,19.85,1
24.029,22.543,1
19.981,8.0478,1
27.048,32.156,1
16.542,10.559,1
12.942,18.741,1
26.315,27.555,1
25.148,22.663,1
25.963,37.815,1
19.629,18.453,1
21.624,14.379,1
24.629,24.054,1
26.274,32.806,1
22.64,23.457,1
29.481,32.737,1
26.274,27.471,1
25.036,37.134,1
32.783,30.458,1
26.911,36.941,1
26.464,26.312,1
19.486,16.857,1
32.732,35.93,1
31.564,34.641,1
26.948,31.76,1
33.537,37.717,1
20.898,23.097,1
24.259,31.889,1
19.48,15.538,1
26.269,26.431,1
25.271,25.302,1
28.989,27.086,1
25.358,23.865,1
24.248,32.815,1
28.949,30.021,1
23.763,29.725,1
22.611,18.529,1
19.518,19.702,1
24.019,19.608,1
29.25,32.311,1
24.172,35.438,1
23.806,29.724,1
26.284,18.895,1
25.435,27.435,1
21.996,15.769,1
16.06,20.285,1
26.811,31.776,1
31.282,32.099,1
30.194,34.001,1
25.715,29.441,1
25.477,32.428,1
25.43,27.979,1
26.203,20.984,1
25.66,21.561,1
25.576,29.166,1
25.215,21.975,1
26.535,30.919,1
26.325,32.263,1
23.399,23.742,1
25.06,22.916,1
23.377,23.589,1
20.183,22.156,1
24.987,32.046,1
27.709,30.284,1
25.991,32.504,1
24.687,17.99,1
26.368,18.868,1
19.456,8.4384,1
20.166,20.286,1
23.657,23.789,1
25.053,26.803,1
24.086,38.922,1
23.491,15.66,1
21.087,14.885,1
18.677,15.841,1
26.827,26.914,1
16.717,17.251,1
22.556,19.118,1
29.59,31.275,1
28.867,27.951,1
24.481,20.489,1
30.168,31.859,1
23.365,21.239,1
24.944,17.47,1
24.6,21.313,1
22.316,17.695,1
25.557,25.851,1
28.363,30.926,1
30.571,29.628,1
21.413,22.238,1
25.306,32.489,1
26.89,18.939,1
25.208,22.647,1
23.6,20.91,1
20.041,23.003,1
24.816,17.94,1
28.428,34.748,1
32.431,32.736,1
23.907,16.555,1
25.857,26.133,1
23.509,18.615,1
19.71,23.025,1
24.801,22.104,1
24.218,34.685,1
24.642,34.532,1
30.318,34.145,1
17.112,14.554,1
16.524,19.068,1
28.246,34.272,1
25.212,29.812,1
24.198,19.264,1
29.429,31.596,1
24.828,20.686,1
28.264,26.965,1
23.97,31.614,1
25.864,28.427,1
23.047,12.714,1
20.602,21.058,1
29.795,27.645,1
25.599,32.172,1
25.036,23.908,1
22.355,22.663,1
16.305,15.903,1
16.841,19.999,1
20.073,21.729,1
25.019,23.24,1
25.619,18.937,1
18.723,21.059,1
16.027,21.674,1
24.796,19.358,1
24.647,19.035,1
21.968,21.013,1
26.203,21.243,1
25.005,23.073,1
28.263,26.615,1
26.485,32.428,1
30.525,30.187,1
25.478,29.625,1
20.002,19.958,1
32.656,30.061,1
29.648,30.224,1
25.515,19.012,1
26.898,33.015,1
13.42,13.667,1
32.404,32.277,1
26.404,14.572,1
26.231,19.922,1
33.785,29.372,1
26.84,26.221,1
26.463,26.633,1
21.097,17.995,1
21.945,17.627,1
21.263,17.593,1
34.146,34.574,1
27.167,25.841,1
22.778,21.2,1
22.541,22.638,1
15.028,19.837,1
22.738,23.552,1
25.075,32.393,1
13.304,19.111,1
21.096,20.779,1
26.067,25.653,1
23.704,23.072,1
14.608,14.494,1
27.721,26.618,1
26.161,27.5,1
22.287,18.256,1
22.165,17.753,1
23.911,22.295,1
25.883,28.307,1
27.531,29.389,1
22.997,18.746,1
28.271,38.263,1
18.013,21.173,1
29.951,31.113,1
28.125,36.835,1
26.296,27.246,1
30.725,37.236,1
28.717,27.136,1
21.561,22.334,1
25.738,21.884,1
26.706,30.978,1
26.566,31.228,1
28.406,39.404,1
26.536,27.627,1
24.712,33.239,1
24.973,21.076,1
26.313,27.368,1
21.816,17.264,1
25.372,29.932,1
20.417,16.7,1
22.564,18.858,1
28.388,27.338,1
